maison	kind	score	verdict	signals	board_name	jobs	sample_url	reason
Pink Woman	recruitee	0	HUMAIN	site-injoignable(0)	homepage	14	https://pink.recruitee.com/o/hr-office	board name "homepage" ≠ maison
PINK-latte	recruitee	0	HUMAIN	site-injoignable(0)	homepage	14	https://pink.recruitee.com/o/hr-office	board name "homepage" ≠ maison
Pink Vanilla	recruitee	0	AUTO-REJETE		homepage	14	https://pink.recruitee.com/o/hr-office	board name "homepage" ≠ maison
Plume Impression	lever	0	AUTO-REJETE		Plume	2	https://jobs.lever.co/plume/9a7a920b-8c84-4c2e-b0d7-e738d12cd564	board name "Plume" ≠ maison
POD Original	wttj	0	AUTO-REJETE		POD	4	https://www.welcometothejungle.com/fr/companies/pod/jobs/chef-de-projet-data-change_paris	board name "POD" ≠ maison
Polaroid	recruitee	0	AUTO-REJETE		Homepage	15	https://polaroid.recruitee.com/o/validation-architecture-engineer	board name "Homepage" ≠ maison
Polaroid Eyewear	recruitee	0	AUTO-REJETE		Homepage	15	https://polaroid.recruitee.com/o/validation-architecture-engineer	board name "Homepage" ≠ maison
Pom d'api	teamtailor	0	AUTO-REJETE		YOSH	114	https://pom.teamtailor.com/jobs/8306461-food-and-beverage-coordinator-female-only	board name "YOSH" ≠ maison
POM Amsterdam	teamtailor	0	AUTO-REJETE		YOSH	114	https://pom.teamtailor.com/jobs/8306461-food-and-beverage-coordinator-female-only	board name "YOSH" ≠ maison
Glow Jar Beauty	personio	0	AUTO-REJETE			3	https://glow.jobs.personio.de/job/1878507	no board name to compare
Glow Natural Wellness	personio	0	AUTO-REJETE			3	https://glow.jobs.personio.de/job/1878507	no board name to compare
Glow Recipe	personio	0	AUTO-REJETE			3	https://glow.jobs.personio.de/job/1878507	no board name to compare
Prophet Skincare	greenhouse	0	AUTO-REJETE		Prophet	21	https://job-boards.greenhouse.io/prophet/jobs/4658318005	board name "Prophet" ≠ maison
Prose Beauty	wttj	0	AUTO-REJETE		Prose	4	https://www.welcometothejungle.com/fr/companies/prose/jobs/it-support-security-assistant-m-f-apprenticeship_paris	board name "Prose" ≠ maison
PROTECTIVE Sports	lever	0	AUTO-REJETE		Protective	31	https://jobs.lever.co/protective/0f0e7920-834a-4873-87ff-4750f18c5b88	board name "Protective" ≠ maison
Grace & Stella	teamtailor	0	AUTO-REJETE		Grace	3	https://grace.teamtailor.com/jobs/7547738-vi-soker-djur-till-vara-produktioner-registrera-ditt-djur-till-var-modellbank-for-djur	board name "Grace" ≠ maison
Public Desire	greenhouse	0	AUTO-REJETE		Public	4	https://job-boards.greenhouse.io/public/jobs/7982150003	board name "Public" ≠ maison
Public Myth	greenhouse	0	AUTO-REJETE		Public	4	https://job-boards.greenhouse.io/public/jobs/7982150003	board name "Public" ≠ maison
Public Habit	greenhouse	0	AUTO-REJETE		Public	4	https://job-boards.greenhouse.io/public/jobs/7982150003	board name "Public" ≠ maison
Public School	greenhouse	0	AUTO-REJETE		Public	4	https://job-boards.greenhouse.io/public/jobs/7982150003	board name "Public" ≠ maison
PURPLE PHOENIX NAIL SUPPLY	personio	0	AUTO-REJETE			3	https://purple.jobs.personio.de/job/289919	no board name to compare
Purple Prairie Botanicals	personio	0	AUTO-REJETE			3	https://purple.jobs.personio.de/job/289919	no board name to compare
GRO	personio	0	AUTO-REJETE		Geriatrische Rehabilitation Oberbayern - Bruckmühl GmbH	13	https://gro.jobs.personio.de/job/2576782	board name "Geriatrische Rehabilitation Oberbayern - Bruckmühl GmbH" ≠ maison
Grow Fragrance	personio	0	AUTO-REJETE			3	https://grow.jobs.personio.de/job/1458676	no board name to compare
Grow From Nature	personio	0	AUTO-REJETE			3	https://grow.jobs.personio.de/job/1458676	no board name to compare
Radiant Beauty	wttj	0	AUTO-REJETE		Radiant	1	https://www.welcometothejungle.com/fr/companies/radiant/jobs/ingenieur-conception-mecanique-heliostats-outillages-receveur_paris	board name "Radiant" ≠ maison
Raven + Lily	greenhouse	0	AUTO-REJETE		Raven	4	https://job-boards.greenhouse.io/raven/jobs/5374684008	board name "Raven" ≠ maison
Reco	recruitee	0	AUTO-REJETE		Vacatures	24	https://werkenbij.reco.eu/o/monteur-camerasystemen	board name "Vacatures" ≠ maison
Relay Jeans	lever	0	AUTO-REJETE			3	https://jobs.lever.co/relay/298f0f7a-d493-49fa-935d-89a76ef09665	no board name to compare
Renegade Fashion Outlet	lever	0	AUTO-REJETE		Renegade	3	https://jobs.lever.co/renegade/c286527a-fa39-4891-8da4-a8a0aacc5be0	board name "Renegade" ≠ maison
Reset	wttj	0	AUTO-REJETE		(RE)SET	3	https://www.welcometothejungle.com/fr/companies/reset/jobs/stage-consultant-transition-environnementale-et-economique-h-f_paris	board name "(RE)SET" ≠ maison
Retro Jeans	lever	0	AUTO-REJETE		Retro	8	https://jobs.lever.co/retro/c0031c5c-b122-4119-a276-0c5f9528e29a	board name "Retro" ≠ maison
Retro Luxe Resin	lever	0	AUTO-REJETE		Retro	8	https://jobs.lever.co/retro/c0031c5c-b122-4119-a276-0c5f9528e29a	board name "Retro" ≠ maison
Revel Nail	greenhouse	0	AUTO-REJETE		Revel	1	https://job-boards.greenhouse.io/revel/jobs/5811037004	board name "Revel" ≠ maison
Revel Rey	greenhouse	0	AUTO-REJETE		Revel	1	https://job-boards.greenhouse.io/revel/jobs/5811037004	board name "Revel" ≠ maison
Richter	personio	0	AUTO-REJETE		Mutter AG	5	https://richter.jobs.personio.de/job/1996033	board name "Mutter AG" ≠ maison
Harmony	lever	0	AUTO-REJETE			9	https://jobs.lever.co/harmony/e6d9d9d8-ec2a-4691-9efe-9810ca25a99e	no board name to compare
Harmony Handcrafted	lever	0	AUTO-REJETE			9	https://jobs.lever.co/harmony/e6d9d9d8-ec2a-4691-9efe-9810ca25a99e	no board name to compare
Right-on	teamtailor	0	HUMAIN	site-injoignable(0)	TuoLavoro	3	https://right.teamtailor.com/jobs/8309587-commerciale-settore-energia-anche-come-seconda-attivita	board name "TuoLavoro" ≠ maison
Rise of Andes	lever	0	AUTO-REJETE		RISE	25	https://jobs.lever.co/rise/21255d58-0c73-4221-ac28-9ab5735d6808	board name "RISE" ≠ maison
Roberts Wood	smartrecruiters-whitelabel	0	AUTO-REJETE		Roberts 	1	https://jobs.smartrecruiters.com/roberts/901975	board name "Roberts " ≠ maison
Roller Rabbit	greenhouse	0	AUTO-REJETE		ROLLER	18	https://job-boards.greenhouse.io/roller/jobs/4951411007	board name "ROLLER" ≠ maison
ROSE BUD	greenhouse	0	AUTO-REJETE		Rosebud Hotel Organization	14	https://job-boards.greenhouse.io/rosebud/jobs/4640838003	board name "Rosebud Hotel Organization" ≠ maison
Sabrina Zeng	personio	0	AUTO-REJETE			3	https://sabrina.jobs.personio.de/job/848062	no board name to compare
Samson Sur Mesure	personio	0	HUMAIN	site-injoignable(0)	Samson & Partner	1	https://samson.jobs.personio.de/job/1169941	board name "Samson & Partner" ≠ maison
Hive & Colony	lever	0	AUTO-REJETE		Hive	76	https://jobs.lever.co/hive/366ff84b-4572-4fed-b16b-d15397de79c8	board name "Hive" ≠ maison
Holy Shit	personio	0	AUTO-REJETE		HOLY Softdrinks GmbH	39	https://holy.jobs.personio.de/job/2750295	board name "HOLY Softdrinks GmbH" ≠ maison
Holy Skin	personio	0	AUTO-REJETE		HOLY Softdrinks GmbH	39	https://holy.jobs.personio.de/job/2750295	board name "HOLY Softdrinks GmbH" ≠ maison
Scotch & Soda	greenhouse	0	AUTO-REJETE		Scotch	2	https://job-boards.greenhouse.io/scotch/jobs/5366565008	board name "Scotch" ≠ maison
Seek Collective	smartrecruiters-whitelabel	0	AUTO-REJETE		SEEK	40	https://jobs.smartrecruiters.com/seek/744000146889819	board name "SEEK" ≠ maison
Seek Dry Goods	smartrecruiters-whitelabel	0	AUTO-REJETE		SEEK	40	https://jobs.smartrecruiters.com/seek/744000146889819	board name "SEEK" ≠ maison
Seed Heritage	greenhouse	0	HUMAIN	site-injoignable(0)	Seed	5	https://job-boards.greenhouse.io/seed/jobs/7809685003	board name "Seed" ≠ maison
Horizon Athletic	lever	0	AUTO-REJETE		Horizon Robotics	1	https://jobs.lever.co/horizon/81ef015f-fdbf-4b7e-ac6e-1e066b6d1828	board name "Horizon Robotics" ≠ maison
House of Afangaro	teamtailor	0	HUMAIN	site-injoignable(0)	TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
HOUSE OF ARTISTS	teamtailor	0	HUMAIN	site-injoignable(0)	TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
HOUSE OF BERGISCH	teamtailor	0	HUMAIN	site-injoignable(0)	TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of CB	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Dagmar	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Elysia	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Emanuel Ungaro	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Falguni	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Fraser	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Hatters	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Gravity	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Holland	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Hoops	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Jamie	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Lashes	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of James	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Mahina	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Mammoth	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Potentia	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Hounds	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Saki	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Sunny	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Quadri	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Turkmen	teamtailor	0	AUTO-REJETE		TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House Of Tweed	teamtailor	0	HUMAIN	site-injoignable(0)	TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
House of Useless	teamtailor	0	HUMAIN	site-injoignable(0)	TuoLavoro	105	https://house.teamtailor.com/jobs/8313530-consulente-informativo-prodotti-per-il-comfort	board name "TuoLavoro" ≠ maison
SEVEN BY SEVEN	teamtailor	0	AUTO-REJETE		Baar	172	https://seven.teamtailor.com/jobs/8313832-addetto-a-assistenza-clienti-per-settore-benessere	board name "Baar" ≠ maison
SEVEN haircare	teamtailor	0	AUTO-REJETE		Baar	172	https://seven.teamtailor.com/jobs/8313832-addetto-a-assistenza-clienti-per-settore-benessere	board name "Baar" ≠ maison
Shinola Detroit	greenhouse	0	AUTO-REJETE		Shinola	9	https://job-boards.greenhouse.io/shinola/jobs/8225450002	board name "Shinola" ≠ maison
Shine Cosmetics	wttj	0	AUTO-REJETE		Shine	9	https://www.welcometothejungle.com/fr/companies/shine/jobs/senior-ai-engineer-ai-native-sdlc-platform	board name "Shine" ≠ maison
Humana People to People	teamtailor	0	AUTO-REJETE		Humana	18	https://humana.teamtailor.com/jobs/8281155-ohjaaja-sairaanhoitaja-nuorisokoti-satama	board name "Humana" ≠ maison
SIA ARNIKA	smartrecruiters-whitelabel	0	AUTO-REJETE		Sia	580	https://jobs.smartrecruiters.com/sia/744000147226085	board name "Sia" ≠ maison
Side Step	wttj	0	HUMAIN	site-injoignable(0)	Side	2	https://www.welcometothejungle.com/fr/companies/side/jobs/vendeur-preparateur-en-boucherie-cdi-h-f_conflans-sainte-honorine	board name "Side" ≠ maison
Silhouette	lever	0	AUTO-REJETE		DNAM Brands	43	https://jobs.lever.co/silhouette/c29777f7-5bac-414a-849d-b9412b44ff4b	board name "DNAM Brands" ≠ maison
Silverado Boots	greenhouse	0	AUTO-REJETE		Silverado	121	https://job-boards.greenhouse.io/silverado/jobs/5209596007	board name "Silverado" ≠ maison
SLATE + SALT	lever	0	AUTO-REJETE		Slate	3	https://jobs.lever.co/slate/86ebcba7-fc6e-4161-b8e7-ba4141e3b7d2	board name "Slate" ≠ maison
Smart Angel	smartrecruiters-whitelabel	0	AUTO-REJETE		Smart	1	https://jobs.smartrecruiters.com/smart/254759	board name "Smart" ≠ maison
SONIA CARRASCO	personio	0	AUTO-REJETE		Sonia Solutions S.à r.l.	4	https://sonia.jobs.personio.de/job/2767296	board name "Sonia Solutions S.à r.l." ≠ maison
Sonia Rykiel	personio	0	AUTO-REJETE		Sonia Solutions S.à r.l.	4	https://sonia.jobs.personio.de/job/2767296	board name "Sonia Solutions S.à r.l." ≠ maison
Source for Sports	lever	0	AUTO-REJETE		Source	3	https://jobs.lever.co/source/78eb4b50-9ea3-4dfe-a40e-3c0afdee7774	board name "Source" ≠ maison
SOUTHPOLE	teamtailor	0	HUMAIN	site-injoignable(0)	South Pole	16	https://southpole.teamtailor.com/jobs/8266167-senior-specialist-carbon-projects-risk	board name "South Pole" ≠ maison
Sphinx Fragrances	wttj	0	AUTO-REJETE		Sphinx	1	https://www.welcometothejungle.com/fr/companies/sphinx/jobs/cdd-de-remplacement-administration-des-ventes-et-facturation-f-h_montaigu-vendee	board name "Sphinx" ≠ maison
Sports Authority	personio	0	HUMAIN	site-injoignable(0)		3	https://sports.jobs.personio.de/job/1823201	no board name to compare
Sports Depo	personio	0	HUMAIN	site-injoignable(0)		3	https://sports.jobs.personio.de/job/1823201	no board name to compare
Sports Direct	personio	0	AUTO-REJETE			3	https://sports.jobs.personio.de/job/1823201	no board name to compare
Sports Research / SR Natural	personio	0	AUTO-REJETE			3	https://sports.jobs.personio.de/job/1823201	no board name to compare
Star Child	greenhouse	0	HUMAIN	site-injoignable(0)	Starchild	4	https://job-boards.greenhouse.io/starchild/jobs/5313889008	board name "Starchild" ≠ maison
Starface World Incorporated	personio	0	AUTO-REJETE		STARFACE GmbH	9	https://starface.jobs.personio.de/job/84518	board name "STARFACE GmbH" ≠ maison
Intersport Elverys	teamtailor	0	AUTO-REJETE		Intersport Sverige	6	https://intersport.teamtailor.com/jobs/8267568-butikssaljare-intersport-goteborg-hogsbo-421	board name "Intersport Sverige" ≠ maison
Sterling Jewelers	greenhouse	0	HUMAIN	site-injoignable(0)	Sterling Brands	2	https://www.sterlingbrands.com/careers?gh_jid=7731843	board name "Sterling Brands" ≠ maison
Sterling King	greenhouse	0	AUTO-REJETE		Sterling Brands	2	https://www.sterlingbrands.com/careers?gh_jid=7731843	board name "Sterling Brands" ≠ maison
Steve Madden	recruitee	0	AUTO-REJETE		Customizable ATS & hiring software Tellent Recruitee	1	https://stevemadden.recruitee.com/o/sales-associate	board name "Customizable ATS & hiring software Tellent Recruitee" ≠ maison
Stone Fox Swim	greenhouse	0	AUTO-REJETE		Stone - Linkedin	428	https://job-boards.greenhouse.io/stone/jobs/7777648003	board name "Stone - Linkedin" ≠ maison
Stone Island	greenhouse	0	AUTO-REJETE		Stone - Linkedin	428	https://job-boards.greenhouse.io/stone/jobs/7777648003	board name "Stone - Linkedin" ≠ maison
Summer Fridays	greenhouse	0	AUTO-REJETE		Summer	1	https://job-boards.greenhouse.io/summer/jobs/4077755003	board name "Summer" ≠ maison
SUMMER HOURS	greenhouse	0	AUTO-REJETE		Summer	1	https://job-boards.greenhouse.io/summer/jobs/4077755003	board name "Summer" ≠ maison
Summum	personio	0	HUMAIN	site-injoignable(0)	Banen bij Summum	6	https://summum.jobs.personio.de/job/2536751	board name "Banen bij Summum" ≠ maison
Summum Woman	personio	0	AUTO-REJETE		Banen bij Summum	6	https://summum.jobs.personio.de/job/2536751	board name "Banen bij Summum" ≠ maison
Sunset Design Outlet	greenhouse	0	AUTO-REJETE		Sunset Magazine	2	https://job-boards.greenhouse.io/sunset/jobs/6450471	board name "Sunset Magazine" ≠ maison
Super Deodorant	lever	0	HUMAIN	site-injoignable(0)	Super	2	https://jobs.lever.co/super/28978f50-cf60-4a85-8221-68407cc2a9dc	board name "Super" ≠ maison
Super Jimat	greenhouse	0	AUTO-REJETE		Super Technologies	191	https://job-boards.eu.greenhouse.io/super/jobs/4918820101	board name "Super Technologies" ≠ maison
Super Nail	greenhouse	0	AUTO-REJETE		Super Technologies	191	https://job-boards.eu.greenhouse.io/super/jobs/4918820101	board name "Super Technologies" ≠ maison
Super normal people	greenhouse	0	AUTO-REJETE		Super Technologies	191	https://job-boards.eu.greenhouse.io/super/jobs/4918820101	board name "Super Technologies" ≠ maison
Super Sports Xebio	greenhouse	0	AUTO-REJETE		Super Technologies	191	https://job-boards.eu.greenhouse.io/super/jobs/4918820101	board name "Super Technologies" ≠ maison
Sweet Bee Magic	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet Bee Ultra Beauty	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
sweet deluxe	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet Earth	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet Gisele	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet July Skin	teamtailor	0	HUMAIN	site-injoignable(0)	Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet LeiLani Cosmetics	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet Lemon	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet Mana	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet Pants	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet Skins	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet Sktbs	teamtailor	0	HUMAIN	site-injoignable(0)	Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet Chemistry	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Sweet Tooth by Sabrina Carpenter	teamtailor	0	AUTO-REJETE		Smart	124	https://sweet.teamtailor.com/jobs/8316007-addetto-a-controllo-qualita-settore-artigianato-ceramiche	board name "Smart" ≠ maison
Synergy Therm	recruitee	0	AUTO-REJETE		Homepage	4	https://synergy.recruitee.com/o/assistant-property-manager-commercial-offices	board name "Homepage" ≠ maison
Tamara Mellon	greenhouse	0	HUMAIN	site-injoignable(0)	Tamara	33	https://job-boards.eu.greenhouse.io/tamara/jobs/4849504101	board name "Tamara" ≠ maison
Tamara's Sugar	greenhouse	0	AUTO-REJETE		Tamara	33	https://job-boards.eu.greenhouse.io/tamara/jobs/4849504101	board name "Tamara" ≠ maison
Jess & Tilly	personio	0	AUTO-REJETE		Mutter AG	5	https://jess.jobs.personio.de/job/2207698	board name "Mutter AG" ≠ maison
THEA WITH LOVE	greenhouse	0	AUTO-REJETE		Théa	1	https://job-boards.greenhouse.io/thea/jobs/4328375009	board name "Théa" ≠ maison
Thrive Causemetics®	greenhouse	0	AUTO-REJETE		THRIVE	3	https://job-boards.greenhouse.io/thrive/jobs/4765726004	board name "THRIVE" ≠ maison
Toast Society	greenhouse	0	AUTO-REJETE		Toast	309	https://careers.toasttab.com/jobs?gh_jid=8038744	board name "Toast" ≠ maison
Todd Shelton	personio	0	AUTO-REJETE		TODD Architects	3	https://todd.jobs.personio.de/job/1761414	board name "TODD Architects" ≠ maison
Tomorrow Denim	greenhouse	0	AUTO-REJETE		Tomorrow.io	22	https://boards.greenhouse.io/tomorrow/jobs/7802524003?gh_jid=7802524003	board name "Tomorrow.io" ≠ maison
Tradition by WEIS	smartrecruiters-whitelabel	0	AUTO-REJETE		Tradition	3	https://jobs.smartrecruiters.com/tradition/94234489	board name "Tradition" ≠ maison
Transmission	recruitee	0	AUTO-REJETE		Customizable ATS & hiring software Tellent Recruitee	5	https://transmission.recruitee.com/o/biddable-manager-paid-search-social-programmatic	board name "Customizable ATS & hiring software Tellent Recruitee" ≠ maison
Trixie Cosmetics	personio	0	AUTO-REJETE			2	https://trixie.jobs.personio.de/job/2271600	no board name to compare
Juice Beauty	teamtailor	0	AUTO-REJETE		JUICE	4	https://juice.teamtailor.com/jobs/8288133-senior-new-business-executive	board name "JUICE" ≠ maison
Two Blooms & Co	teamtailor	0	AUTO-REJETE		Two	5	https://two.teamtailor.com/jobs/8230638-senior-customer-support-specialist	board name "Two" ≠ maison
Two Little Beans & Co	teamtailor	0	AUTO-REJETE		Two	5	https://two.teamtailor.com/jobs/8230638-senior-customer-support-specialist	board name "Two" ≠ maison
Two Lumps of Sugar	teamtailor	0	AUTO-REJETE		Two	5	https://two.teamtailor.com/jobs/8230638-senior-customer-support-specialist	board name "Two" ≠ maison
Two Peas Organics	teamtailor	0	AUTO-REJETE		Two	5	https://two.teamtailor.com/jobs/8230638-senior-customer-support-specialist	board name "Two" ≠ maison
Two Sisters Spa	teamtailor	0	AUTO-REJETE		Two	5	https://two.teamtailor.com/jobs/8230638-senior-customer-support-specialist	board name "Two" ≠ maison
Two Sparrow Australia	teamtailor	0	HUMAIN	site-injoignable(0)	Two	5	https://two.teamtailor.com/jobs/8230638-senior-customer-support-specialist	board name "Two" ≠ maison
Two Way	teamtailor	0	AUTO-REJETE		Two	5	https://two.teamtailor.com/jobs/8230638-senior-customer-support-specialist	board name "Two" ≠ maison
TWO WOMEN TWO MEN	teamtailor	0	HUMAIN	site-injoignable(0)	Two	5	https://two.teamtailor.com/jobs/8230638-senior-customer-support-specialist	board name "Two" ≠ maison
Two-Bi Studiolabwork	teamtailor	0	AUTO-REJETE		Two	5	https://two.teamtailor.com/jobs/8230638-senior-customer-support-specialist	board name "Two" ≠ maison
UNIQUE 21	personio	0	AUTO-REJETE		unique land use GmbH	3	https://unique.jobs.personio.de/job/2772300	board name "unique land use GmbH" ≠ maison
Upfront Cosmetics	recruitee	0	AUTO-REJETE		Homepage	23	https://upfront.recruitee.com/o/head-of-brand-activations	board name "Homepage" ≠ maison
V.I.M.	greenhouse	0	AUTO-REJETE		Vim	2	https://job-boards.greenhouse.io/vim/jobs/8121267	board name "Vim" ≠ maison
Ventana	greenhouse	0	AUTO-REJETE		Ventana by Buckner	7	https://careers.bucknerretirement.org/open-positions-at-ventana-by-buckner/?gh_jid=7799765003	board name "Ventana by Buckner" ≠ maison
Veritas	recruitee	0	AUTO-REJETE		homepage	1	https://veritas.recruitee.com/o/avoin-hakemus-oppen-ansokan	board name "homepage" ≠ maison
Veritas Bespoke	recruitee	0	HUMAIN	site-injoignable(0)	homepage	1	https://veritas.recruitee.com/o/avoin-hakemus-oppen-ansokan	board name "homepage" ≠ maison
Karl Kani	teamtailor	0	AUTO-REJETE		N Kraft Bemanning	23	https://karl.teamtailor.com/jobs/5570637-markarbetare	board name "N Kraft Bemanning" ≠ maison
Karl Lagerfeld	teamtailor	0	HUMAIN	site-injoignable(0)	N Kraft Bemanning	23	https://karl.teamtailor.com/jobs/5570637-markarbetare	board name "N Kraft Bemanning" ≠ maison
Karl Marc John	teamtailor	0	AUTO-REJETE		N Kraft Bemanning	23	https://karl.teamtailor.com/jobs/5570637-markarbetare	board name "N Kraft Bemanning" ≠ maison
KARL LAGERFELD	teamtailor	0	HUMAIN	site-injoignable(0)	N Kraft Bemanning	23	https://karl.teamtailor.com/jobs/5570637-markarbetare	board name "N Kraft Bemanning" ≠ maison
